customer_id,age,gender,country,subscription_type,monthly_charges,tenure_months,num_profiles,device,payment_method,autopay_enabled,watch_hours_per_week,favorite_genre,avg_rating_given,support_tickets_raised,last_login_days_ago,promo_used,churn
CUST101817,37,Female,Germany,Standard,498,45,5,Smart TV,Debit Card,Yes,6.6,Anime,3.6,1,50,No,Yes
CUST101818,50,Male,India,Premium,644,4,5,Mobile,UPI,Yes,2.9,Thriller,2.8,1,89,No,No
CUST101819,70,Female,India,Standard,500,35,1,Tablet,UPI,Yes,0.3,Horror,3.3,1,83,Yes,Yes
CUST101820,24,Female,UK,Basic,198,8,4,Laptop,Debit Card,Yes,2.8,Horror,4.9,2,87,No,No
CUST101821,35,Female,Canada,Basic,205,52,1,Smart TV,UPI,Yes,18.8,Romance,2.6,1,75,No,Yes
CUST101822,65,Male,Mexico,Basic,190,40,2,Tablet,Credit Card,No,1.5,Comedy,2.2,1,81,No,No
CUST101823,54,Female,India,Standard,507,57,1,Smart TV,UPI,No,11.5,Romance,1.6,0,75,No,No
CUST101824,34,Female,Australia,Basic,208,49,3,Gaming Console,PayPal,Yes,10.2,Comedy,1.6,1,37,Yes,No
CUST101825,33,Female,India,Basic,194,47,1,Smart TV,PayPal,Yes,0.9,Documentary,3.1,1,60,No,No
CUST101826,39,Female,USA,Basic,201,36,4,Laptop,Debit Card,No,3.2,Thriller,4.0,2,48,No,No
CUST101827,69,Female,USA,Standard,497,6,4,Smart TV,Credit Card,No,1.7,Documentary,3.3,0,22,No,No
CUST101828,43,Male,USA,Standard,500,56,2,Tablet,PayPal,Yes,0.2,Drama,4.5,5,3,No,No
CUST101829,18,Female,India,Standard,506,22,5,Smart TV,Debit Card,No,1.5,Documentary,2.3,0,75,Yes,Yes
CUST101830,39,Female,UK,Basic,196,60,4,Smart TV,Credit Card,No,1.8,Action,3.4,0,80,No,Yes
CUST101831,52,Female,Australia,Basic,206,6,2,Tablet,Debit Card,Yes,1.5,Thriller,3.6,1,84,Yes,Yes
CUST101832,46,Male,UK,Standard,490,42,4,Smart TV,PayPal,Yes,0.8,Horror,2.1,3,36,No,Yes
CUST101833,24,Female,UK,Basic,196,36,4,Laptop,PayPal,No,6.0,Documentary,2.6,0,5,No,No
CUST101834,57,Female,Mexico,Basic,198,9,5,Laptop,Net Banking,Yes,3.1,Comedy,3.4,0,27,No,No
CUST101835,69,Male,Brazil,Basic,197,16,3,Mobile,Credit Card,Yes,19.1,Action,1.1,4,7,Yes,No
CUST101836,65,Female,UK,Premium,656,39,2,Mobile,Debit Card,No,1.7,Documentary,4.5,1,19,No,No
CUST101837,19,Female,USA,Standard,496,46,4,Tablet,UPI,Yes,7.4,Documentary,1.4,1,15,No,No
CUST101838,22,Female,Mexico,Basic,207,59,4,Tablet,PayPal,Yes,18.5,Anime,1.2,0,12,No,No
CUST101839,57,Male,Canada,Basic,191,38,1,Mobile,Credit Card,Yes,0.4,Documentary,1.9,3,78,No,No
CUST101840,29,Male,USA,Premium,647,33,3,Smart TV,Debit Card,Yes,5.8,Horror,3.0,0,61,No,No
CUST101841,38,Female,USA,Standard,501,18,5,Smart TV,Debit Card,Yes,4.8,Romance,2.3,0,76,No,No
CUST101842,33,Male,Australia,Standard,497,12,2,Smart TV,PayPal,Yes,21.1,Romance,2.8,2,65,No,No
CUST101843,40,Female,India,Standard,508,54,4,Mobile,Credit Card,Yes,8.7,Romance,1.3,0,52,No,No
CUST101844,74,Female,Japan,Premium,650,27,2,Tablet,Net Banking,Yes,3.4,Comedy,1.9,0,83,No,Yes
CUST101845,70,Female,India,Premium,651,47,5,Laptop,UPI,Yes,9.9,Documentary,1.4,1,27,No,No
CUST101846,58,Male,Australia,Standard,496,1,3,Laptop,Debit Card,Yes,7.0,Romance,1.9,0,17,No,No
CUST101847,14,Female,USA,Standard,503,15,1,Mobile,Debit Card,No,3.4,Drama,3.8,0,6,No,No
CUST101848,72,Male,UK,Basic,201,47,3,Smart TV,Credit Card,No,12.3,Horror,3.3,1,20,No,No
CUST101849,66,Male,Mexico,Premium,651,27,1,Laptop,UPI,No,8.8,Drama,2.3,2,40,No,Yes
CUST101850,55,Male,USA,Standard,505,16,2,Laptop,PayPal,Yes,0.0,Drama,2.0,0,38,No,No
CUST101851,13,Male,Canada,Basic,203,21,3,Laptop,Credit Card,Yes,16.0,Documentary,5.0,0,72,No,No
CUST101852,63,Other,India,Premium,657,1,3,Smart TV,UPI,Yes,4.0,Action,4.1,0,9,Yes,No
CUST101853,65,Other,India,Premium,641,29,3,Mobile,PayPal,Yes,8.3,Anime,4.3,0,30,No,No
CUST101854,48,Male,USA,Premium,652,3,5,Smart TV,Debit Card,Yes,4.0,Anime,1.1,1,41,No,Yes
CUST101855,63,Female,Brazil,Premium,648,12,2,Smart TV,Debit Card,No,17.1,Horror,1.2,0,76,Yes,No
CUST101856,38,Male,India,Premium,655,60,1,Laptop,Debit Card,Yes,8.4,Comedy,3.9,2,68,No,No
CUST101857,41,Female,India,Basic,196,28,3,Smart TV,Debit Card,Yes,6.9,Drama,1.8,1,58,No,No
CUST101858,33,Female,USA,Premium,656,39,2,Tablet,UPI,No,31.4,Drama,2.7,0,37,No,No
CUST101859,23,Female,Germany,Premium,650,37,5,Smart TV,Credit Card,Yes,2.6,Romance,1.7,1,42,No,No
CUST101860,52,Male,Brazil,Basic,205,31,5,Mobile,Debit Card,Yes,0.5,Action,1.7,1,1,Yes,No
CUST101861,23,Female,India,Basic,199,60,2,Laptop,Net Banking,No,5.8,Horror,1.4,1,5,Yes,No
CUST101862,48,Male,India,Premium,647,31,1,Mobile,Credit Card,No,4.4,Drama,3.4,0,76,No,Yes
CUST101863,61,Other,France,Basic,203,58,2,Laptop,Credit Card,Yes,4.8,Comedy,4.0,1,28,No,No
CUST101864,71,Male,USA,Premium,647,33,2,Laptop,PayPal,Yes,7.7,Action,1.2,0,77,No,No
CUST101865,51,Female,Mexico,Basic,200,33,4,Tablet,Credit Card,Yes,7.6,Thriller,2.1,0,29,No,No
CUST101866,52,Female,Mexico,Basic,199,47,5,Smart TV,Debit Card,Yes,4.0,Comedy,3.6,1,88,No,No
CUST101867,47,Female,Australia,Standard,505,40,1,Smart TV,UPI,Yes,15.9,Comedy,2.6,3,39,No,Yes
CUST101868,66,Male,India,Basic,194,11,4,Mobile,Net Banking,Yes,8.4,Documentary,3.8,1,36,No,No
CUST101869,46,Female,Australia,Standard,496,46,2,Laptop,Credit Card,Yes,17.7,Thriller,4.0,2,6,Yes,No
CUST101870,67,Male,Brazil,Standard,498,29,5,Mobile,Net Banking,Yes,19.5,Thriller,1.1,2,49,No,No
CUST101871,59,Female,Canada,Basic,203,25,4,Smart TV,PayPal,Yes,1.5,Anime,2.5,2,17,No,Yes
CUST101872,36,Male,USA,Basic,192,55,4,Smart TV,UPI,No,9.1,Action,3.9,0,7,No,No
CUST101873,66,Male,USA,Standard,506,13,1,Smart TV,PayPal,No,3.1,Drama,2.5,2,70,No,Yes
CUST101874,34,Female,India,Basic,199,51,2,Laptop,Credit Card,Yes,14.5,Thriller,1.0,1,54,No,Yes
CUST101875,17,Male,UK,Premium,647,44,1,Smart TV,Credit Card,No,10.6,Action,2.3,0,47,Yes,No
CUST101876,68,Male,Canada,Standard,497,54,4,Smart TV,Debit Card,No,1.8,Thriller,4.5,3,73,No,No
CUST101877,45,Male,USA,Basic,196,19,4,Smart TV,Credit Card,Yes,22.3,Romance,4.8,0,57,No,No
CUST101878,70,Male,UK,Standard,491,58,1,Laptop,Net Banking,Yes,9.2,Comedy,3.2,3,15,No,No
CUST101879,48,Female,USA,Basic,206,36,4,Tablet,UPI,Yes,23.8,Romance,2.2,2,24,No,No
CUST101880,59,Female,Germany,Basic,202,28,3,Mobile,UPI,Yes,1.8,Thriller,2.9,0,28,No,No
CUST101881,32,Male,France,Basic,191,4,5,Smart TV,PayPal,No,16.3,Drama,1.9,1,7,No,No
CUST101882,31,Male,India,Premium,655,3,2,Smart TV,Net Banking,Yes,8.8,Action,1.7,0,83,No,Yes
CUST101883,47,Male,USA,Premium,642,58,5,Mobile,Net Banking,Yes,6.4,Drama,3.0,0,54,Yes,No
CUST101884,64,Male,India,Premium,656,38,2,Mobile,PayPal,Yes,13.7,Documentary,3.9,0,51,No,Yes
CUST101885,55,Female,Germany,Basic,203,37,4,Mobile,Debit Card,Yes,8.0,Drama,1.9,0,76,No,Yes
CUST101886,29,Female,Brazil,Basic,207,43,1,Tablet,Credit Card,No,8.9,Drama,4.6,0,25,No,No
CUST101887,74,Male,France,Standard,494,25,1,Tablet,Credit Card,Yes,2.3,Action,1.7,0,24,No,No
CUST101888,71,Male,USA,Standard,503,41,4,Smart TV,Credit Card,No,13.6,Romance,3.2,1,72,No,Yes
CUST101889,57,Male,Japan,Premium,645,35,2,Smart TV,Credit Card,Yes,8.4,Comedy,4.1,0,25,Yes,No
CUST101890,55,Female,India,Basic,200,29,4,Mobile,Net Banking,No,14.9,Romance,1.9,0,75,No,No
CUST101891,46,Other,Germany,Basic,204,41,2,Mobile,Net Banking,No,3.5,Thriller,2.2,1,89,No,No
CUST101892,21,Male,India,Standard,497,29,4,Mobile,UPI,No,3.2,Thriller,1.2,0,46,Yes,No
CUST101893,38,Male,Mexico,Premium,658,12,4,Laptop,PayPal,Yes,0.2,Anime,4.8,0,85,Yes,No
CUST101894,14,Female,Canada,Premium,643,35,4,Smart TV,UPI,No,11.7,Action,2.9,2,0,No,No
CUST101895,65,Female,Germany,Standard,499,20,1,Laptop,Credit Card,Yes,3.2,Action,1.3,1,63,No,No
CUST101896,21,Male,Mexico,Premium,640,17,2,Mobile,Net Banking,Yes,3.2,Romance,4.3,0,11,No,No
CUST101897,21,Male,India,Standard,504,53,4,Gaming Console,Debit Card,Yes,9.3,Anime,3.3,1,23,Yes,No
CUST101898,52,Male,India,Premium,642,12,5,Laptop,PayPal,No,2.3,Comedy,1.2,1,29,No,No
CUST101899,29,Female,Mexico,Premium,643,57,5,Laptop,Credit Card,Yes,19.2,Comedy,2.8,1,13,No,No
CUST101900,13,Male,USA,Premium,645,50,1,Smart TV,Net Banking,No,6.2,Documentary,2.7,0,22,No,No
CUST101901,37,Male,India,Basic,194,36,3,Laptop,UPI,Yes,27.9,Thriller,1.6,2,1,No,No
CUST101902,73,Female,UK,Basic,198,10,1,Smart TV,UPI,Yes,0.6,Thriller,2.7,1,2,Yes,No
CUST101903,55,Male,Canada,Standard,502,18,3,Laptop,Credit Card,Yes,3.3,Anime,2.1,1,5,No,No
CUST101904,52,Female,India,Standard,496,30,1,Smart TV,Debit Card,Yes,3.8,Documentary,3.8,1,82,No,No
CUST101905,54,Male,USA,Premium,652,8,5,Smart TV,UPI,Yes,10.5,Action,1.0,0,20,No,No
CUST101906,37,Male,India,Basic,202,41,4,Smart TV,Debit Card,Yes,1.9,Anime,1.4,0,19,No,No
CUST101907,51,Female,UK,Basic,208,51,2,Smart TV,Net Banking,Yes,3.8,Thriller,4.7,0,20,Yes,No
CUST101908,47,Male,Mexico,Premium,641,13,4,Smart TV,PayPal,No,19.3,Drama,2.7,2,39,Yes,Yes
CUST101909,15,Other,Japan,Basic,189,31,5,Gaming Console,UPI,Yes,1.0,Action,1.7,0,67,Yes,No
CUST101910,62,Female,Germany,Basic,197,57,2,Smart TV,Debit Card,Yes,10.9,Anime,4.2,1,24,Yes,No
CUST101911,49,Male,India,Standard,497,6,3,Laptop,PayPal,Yes,9.7,Action,4.4,0,70,No,No
CUST101912,56,Female,France,Standard,490,54,3,Smart TV,Credit Card,Yes,1.1,Comedy,1.8,0,70,No,No
CUST101913,56,Male,UK,Basic,204,7,5,Mobile,Credit Card,No,9.3,Horror,3.9,1,32,Yes,No
CUST101914,63,Female,India,Premium,646,60,2,Smart TV,Credit Card,No,6.7,Romance,3.5,0,50,No,Yes
CUST101915,42,Male,France,Standard,494,21,4,Smart TV,Credit Card,Yes,2.7,Anime,4.0,1,89,No,No
CUST101916,50,Female,Brazil,Premium,651,38,5,Smart TV,UPI,Yes,3.0,Documentary,4.2,1,80,Yes,No
CUST101917,46,Male,Brazil,Standard,489,43,3,Mobile,Debit Card,Yes,14.3,Romance,3.6,1,71,No,No
CUST101918,24,Male,Brazil,Basic,207,49,5,Smart TV,UPI,Yes,2.1,Romance,4.8,0,89,No,No
CUST101919,31,Female,India,Basic,203,51,4,Tablet,UPI,Yes,5.8,Action,4.5,0,78,No,No
CUST101920,49,Female,India,Basic,189,28,1,Mobile,UPI,Yes,9.1,Comedy,1.9,0,19,Yes,No
CUST101921,56,Male,Brazil,Standard,498,57,1,Laptop,Debit Card,Yes,1.1,Drama,4.7,1,18,No,No
CUST101922,71,Male,India,Basic,189,44,4,Gaming Console,Net Banking,No,21.5,Drama,2.4,0,70,No,Yes
CUST101923,71,Female,UK,Standard,500,21,2,Laptop,PayPal,No,2.4,Thriller,3.9,0,55,No,Yes
CUST101924,61,Female,Australia,Standard,499,21,5,Tablet,Debit Card,Yes,3.1,Horror,4.4,2,55,Yes,No
CUST101925,73,Male,Australia,Basic,205,24,4,Smart TV,UPI,Yes,8.8,Documentary,2.7,2,0,No,No
CUST101926,29,Male,UK,Basic,192,27,1,Laptop,Credit Card,No,0.7,Documentary,1.2,1,38,No,No
CUST101927,22,Male,Australia,Premium,645,27,3,Smart TV,Debit Card,Yes,7.9,Comedy,4.8,3,36,Yes,No
CUST101928,69,Female,Mexico,Premium,650,13,4,Mobile,Net Banking,No,19.8,Thriller,1.3,1,17,Yes,No
CUST101929,67,Male,Germany,Basic,201,50,4,Mobile,Credit Card,Yes,2.3,Romance,2.4,0,71,Yes,No
CUST101930,61,Male,USA,Basic,193,29,4,Tablet,UPI,Yes,3.6,Documentary,3.4,0,78,No,No
CUST101931,59,Female,USA,Premium,644,39,1,Tablet,Credit Card,Yes,2.1,Thriller,1.5,0,5,Yes,No
CUST101932,24,Male,USA,Basic,190,57,1,Smart TV,Net Banking,No,13.7,Comedy,4.4,3,21,Yes,No
CUST101933,74,Female,India,Premium,645,55,4,Mobile,Debit Card,No,1.5,Thriller,1.8,1,10,No,No
CUST101934,28,Male,USA,Basic,202,28,4,Laptop,Debit Card,Yes,3.4,Anime,4.9,0,89,No,No
CUST101935,36,Male,India,Premium,652,37,2,Laptop,UPI,Yes,7.4,Action,4.7,0,71,No,No
CUST101936,31,Male,UK,Basic,198,29,3,Smart TV,UPI,Yes,4.1,Action,3.4,0,8,No,No
CUST101937,20,Female,France,Premium,642,48,5,Mobile,UPI,Yes,0.5,Action,3.6,3,12,No,No
CUST101938,43,Male,India,Basic,191,22,5,Laptop,UPI,No,23.6,Action,3.1,0,2,Yes,No
CUST101939,33,Female,Brazil,Standard,502,36,5,Laptop,Debit Card,Yes,3.3,Horror,2.6,1,66,No,No
CUST101940,29,Female,Brazil,Basic,194,30,1,Mobile,Debit Card,No,4.7,Drama,2.4,0,6,No,Yes
CUST101941,35,Female,India,Basic,203,28,1,Laptop,UPI,No,1.5,Romance,4.6,0,66,Yes,Yes
CUST101942,49,Male,France,Premium,646,23,2,Mobile,UPI,Yes,16.0,Drama,3.3,1,74,Yes,No
CUST101943,66,Male,Canada,Standard,493,33,1,Tablet,Debit Card,No,2.8,Documentary,4.3,0,45,No,No
CUST101944,28,Male,USA,Premium,641,4,4,Mobile,PayPal,Yes,0.2,Drama,3.1,1,57,No,No
CUST101945,18,Male,Brazil,Standard,491,3,3,Mobile,Net Banking,Yes,3.0,Romance,2.2,1,27,No,No
CUST101946,20,Male,USA,Premium,651,32,3,Tablet,PayPal,Yes,33.1,Anime,1.4,2,30,No,No
CUST101947,37,Female,Brazil,Standard,490,4,3,Smart TV,Credit Card,No,1.3,Thriller,2.3,1,51,Yes,Yes
CUST101948,30,Male,India,Premium,639,1,3,Tablet,UPI,Yes,0.3,Thriller,4.5,0,8,Yes,Yes
CUST101949,37,Male,Mexico,Premium,650,12,5,Laptop,Debit Card,No,6.9,Drama,3.8,0,75,No,No
CUST101950,24,Male,UK,Basic,196,13,5,Tablet,Debit Card,No,3.7,Thriller,4.1,0,7,Yes,No
CUST101951,27,Female,Germany,Premium,657,34,4,Smart TV,UPI,Yes,12.7,Romance,4.1,1,85,No,Yes
CUST101952,71,Male,USA,Premium,647,60,2,Laptop,Debit Card,Yes,10.5,Documentary,1.5,0,17,No,No
CUST101953,38,Female,Germany,Basic,202,59,1,Laptop,Credit Card,Yes,1.6,Comedy,1.6,0,48,Yes,No
CUST101954,53,Male,Australia,Standard,506,29,1,Laptop,Credit Card,No,6.7,Drama,2.3,1,10,Yes,No
CUST101955,57,Female,UK,Basic,198,9,5,Smart TV,Credit Card,Yes,0.3,Action,2.2,1,1,No,No
CUST101956,38,Female,Germany,Premium,647,31,3,Smart TV,Debit Card,Yes,4.6,Thriller,1.3,2,28,No,No
CUST101957,59,Male,UK,Basic,194,7,4,Mobile,Credit Card,No,10.0,Thriller,1.6,2,54,No,No
CUST101958,44,Male,Mexico,Basic,189,13,2,Mobile,Credit Card,Yes,4.3,Comedy,4.4,0,52,Yes,No
CUST101959,22,Male,UK,Standard,493,54,5,Laptop,Credit Card,Yes,1.0,Horror,3.4,0,25,No,No
CUST101960,28,Male,Mexico,Standard,498,2,4,Mobile,Net Banking,Yes,0.5,Documentary,2.4,2,50,No,No
CUST101961,19,Female,Australia,Premium,651,33,4,Tablet,PayPal,No,15.4,Anime,3.1,2,77,No,No
CUST101962,29,Female,USA,Premium,642,50,5,Mobile,Debit Card,Yes,17.8,Thriller,2.0,0,5,Yes,No
CUST101963,35,Female,USA,Standard,489,7,4,Smart TV,Net Banking,Yes,3.4,Action,3.3,1,11,No,No
CUST101964,38,Female,USA,Basic,190,18,3,Smart TV,Credit Card,Yes,1.4,Comedy,1.3,0,33,No,No
CUST101965,33,Male,Australia,Standard,492,51,4,Mobile,UPI,Yes,30.8,Anime,4.6,1,69,Yes,No
CUST101966,34,Male,USA,Standard,505,8,2,Mobile,Credit Card,Yes,6.3,Horror,2.0,0,63,No,No
CUST101967,70,Female,Canada,Standard,498,55,4,Mobile,PayPal,No,5.2,Thriller,4.3,0,36,No,No
CUST101968,19,Male,Australia,Basic,200,12,1,Laptop,Credit Card,Yes,10.8,Romance,3.6,0,36,No,Yes
CUST101969,26,Female,USA,Standard,490,43,4,Mobile,Credit Card,No,1.5,Romance,3.1,1,7,No,No
CUST101970,27,Male,Germany,Basic,191,59,5,Gaming Console,Debit Card,No,6.9,Action,4.7,0,36,No,No
CUST101971,65,Male,USA,Premium,652,30,1,Tablet,Net Banking,No,17.7,Anime,1.6,1,45,Yes,No
CUST101972,19,Other,India,Standard,503,59,5,Smart TV,Credit Card,Yes,0.2,Romance,1.5,2,30,Yes,No
CUST101973,21,Male,Australia,Premium,651,9,2,Tablet,Debit Card,No,8.9,Thriller,2.3,0,10,No,No
CUST101974,63,Other,India,Standard,497,28,3,Laptop,Debit Card,Yes,6.4,Action,4.3,0,35,No,No
CUST101975,60,Other,USA,Basic,190,4,2,Mobile,PayPal,Yes,24.1,Romance,1.1,0,67,Yes,Yes
CUST101976,20,Female,Mexico,Premium,657,39,1,Mobile,Debit Card,Yes,2.4,Anime,2.0,3,16,No,No
CUST101977,62,Female,USA,Standard,504,17,3,Laptop,UPI,Yes,15.7,Comedy,2.7,0,15,No,No
CUST101978,71,Female,Japan,Basic,199,11,4,Gaming Console,Debit Card,Yes,3.0,Horror,3.9,0,29,Yes,No
CUST101979,35,Female,Japan,Standard,500,59,1,Mobile,UPI,No,4.5,Anime,2.2,0,38,No,No
CUST101980,41,Male,USA,Standard,489,2,3,Smart TV,Credit Card,Yes,1.9,Anime,2.8,0,43,No,Yes
CUST101981,30,Male,India,Premium,640,23,5,Mobile,Debit Card,Yes,15.9,Documentary,2.3,0,68,No,No
CUST101982,43,Female,Brazil,Standard,504,50,3,Smart TV,Net Banking,Yes,1.7,Drama,1.4,0,36,No,No
CUST101983,42,Male,UK,Standard,490,22,5,Mobile,UPI,Yes,15.7,Horror,4.0,1,25,Yes,No
CUST101984,64,Male,India,Basic,207,26,5,Laptop,Net Banking,No,4.9,Romance,2.8,1,82,No,Yes
CUST101985,51,Male,Brazil,Standard,498,12,3,Mobile,PayPal,Yes,14.4,Drama,4.3,0,20,No,No
CUST101986,47,Female,India,Premium,657,32,2,Smart TV,UPI,Yes,2.5,Documentary,3.8,0,18,Yes,No
CUST101987,30,Female,Mexico,Premium,648,9,2,Laptop,UPI,Yes,1.1,Thriller,1.2,0,10,No,No
CUST101988,71,Male,India,Basic,204,43,5,Smart TV,PayPal,Yes,6.5,Comedy,3.0,0,18,No,No
CUST101989,54,Female,India,Basic,201,5,1,Smart TV,Debit Card,Yes,5.7,Horror,5.0,0,68,No,No
CUST101990,51,Female,India,Basic,204,26,3,Laptop,Credit Card,Yes,3.5,Action,2.2,0,1,No,No
CUST101991,29,Female,Japan,Standard,506,7,1,Gaming Console,Debit Card,No,8.7,Anime,3.0,0,24,Yes,No
CUST101992,26,Female,Brazil,Premium,646,29,2,Laptop,Credit Card,No,0.8,Comedy,3.6,1,89,No,Yes
CUST101993,43,Female,Australia,Standard,506,33,1,Mobile,Debit Card,Yes,7.8,Documentary,1.8,1,29,Yes,No
CUST101994,36,Male,USA,Standard,501,24,4,Mobile,Net Banking,Yes,1.9,Thriller,3.8,0,16,Yes,No
CUST101995,47,Female,USA,Premium,645,25,4,Smart TV,PayPal,Yes,1.1,Thriller,3.6,1,84,No,No
CUST101996,56,Male,USA,Standard,506,31,2,Laptop,UPI,Yes,19.2,Anime,2.5,0,83,Yes,No
CUST101997,72,Female,UK,Basic,194,29,1,Mobile,Debit Card,Yes,4.9,Horror,2.1,0,17,No,No
CUST101998,57,Other,Canada,Standard,497,5,3,Gaming Console,Debit Card,Yes,11.5,Documentary,4.7,1,79,No,No
CUST101999,46,Male,Germany,Premium,644,38,2,Gaming Console,UPI,Yes,0.7,Comedy,1.5,2,75,No,No
CUST102000,15,Male,USA,Premium,656,45,4,Mobile,UPI,No,0.5,Horror,2.7,0,39,No,No
CUST102001,49,Female,France,Standard,505,11,2,Gaming Console,PayPal,Yes,5.5,Drama,4.1,0,5,No,No
CUST102002,55,Male,India,Standard,500,32,1,Gaming Console,Net Banking,Yes,3.0,Comedy,1.6,0,87,Yes,No
CUST102003,52,Female,Japan,Premium,641,8,1,Mobile,Debit Card,Yes,0.0,Horror,4.7,1,42,Yes,Yes
CUST102004,38,Male,India,Standard,493,20,1,Smart TV,Credit Card,Yes,1.6,Horror,3.1,0,69,No,Yes
CUST102005,67,Male,UK,Basic,195,34,5,Laptop,Debit Card,No,2.0,Romance,3.0,0,16,No,No
CUST102006,35,Other,USA,Premium,648,47,1,Smart TV,Debit Card,Yes,2.7,Thriller,2.7,0,41,No,No
CUST102007,56,Female,UK,Premium,648,42,4,Mobile,Credit Card,Yes,16.8,Horror,4.5,1,18,Yes,No
CUST102008,51,Female,Canada,Basic,207,8,4,Smart TV,Net Banking,Yes,4.4,Thriller,4.8,0,54,No,No
CUST102009,27,Male,UK,Standard,492,2,5,Mobile,Net Banking,Yes,9.1,Anime,2.5,0,28,No,No
CUST102010,68,Female,USA,Standard,498,21,4,Gaming Console,Net Banking,Yes,0.1,Romance,3.2,0,53,No,No
CUST102011,61,Female,Brazil,Basic,206,15,4,Smart TV,Net Banking,Yes,13.5,Anime,2.3,1,70,No,No
CUST102012,16,Female,Brazil,Premium,641,6,2,Laptop,Net Banking,Yes,2.2,Romance,2.5,1,82,No,No
CUST102013,41,Female,Mexico,Standard,491,5,1,Smart TV,Net Banking,No,3.0,Anime,1.1,1,7,Yes,No
CUST102014,34,Female,USA,Premium,643,54,2,Laptop,UPI,Yes,0.4,Horror,4.1,0,7,No,No
CUST102015,37,Male,Germany,Basic,204,54,2,Laptop,Credit Card,Yes,4.2,Documentary,4.9,0,68,Yes,No
CUST102016,25,Male,Canada,Standard,508,3,4,Smart TV,Credit Card,Yes,15.3,Comedy,4.1,0,42,No,No
CUST102017,30,Female,USA,Basic,201,43,3,Mobile,Credit Card,No,3.8,Drama,3.1,0,49,No,Yes
CUST102018,45,Male,UK,Premium,649,43,1,Tablet,Debit Card,No,19.1,Comedy,4.3,0,84,No,No
CUST102019,28,Female,USA,Standard,501,16,3,Mobile,PayPal,Yes,16.2,Romance,4.4,1,3,No,No
CUST102020,57,Male,India,Standard,507,35,4,Laptop,UPI,No,0.5,Thriller,3.2,1,35,Yes,Yes
CUST102021,54,Female,India,Basic,194,9,5,Laptop,Debit Card,No,2.9,Comedy,4.7,0,4,No,No
CUST102022,56,Female,India,Basic,201,35,2,Smart TV,Credit Card,No,19.3,Thriller,1.1,2,86,No,Yes
CUST102023,74,Male,Brazil,Basic,192,19,4,Tablet,Credit Card,No,0.2,Thriller,1.0,0,18,Yes,No
CUST102024,14,Male,Germany,Basic,193,43,4,Mobile,Debit Card,Yes,11.6,Horror,1.3,1,41,No,No
CUST102025,67,Male,Japan,Standard,507,46,3,Mobile,Credit Card,No,19.0,Action,1.2,1,14,No,No
CUST102026,47,Female,Brazil,Standard,493,34,5,Smart TV,Credit Card,No,11.8,Anime,2.7,1,57,No,No
CUST102027,54,Female,India,Standard,502,39,2,Mobile,Debit Card,Yes,10.9,Horror,4.8,0,13,No,No
CUST102028,46,Male,Mexico,Standard,492,10,5,Laptop,UPI,No,14.8,Drama,3.7,0,47,No,No
CUST102029,42,Female,Mexico,Basic,200,10,5,Mobile,Credit Card,Yes,8.8,Documentary,3.6,0,71,No,No
CUST102030,71,Male,UK,Basic,194,20,5,Laptop,UPI,No,4.4,Romance,2.5,1,72,No,No
CUST102031,67,Male,Canada,Basic,207,1,1,Laptop,Debit Card,Yes,0.5,Drama,3.1,0,74,No,No
CUST102032,25,Female,Japan,Premium,648,6,5,Mobile,Credit Card,Yes,12.4,Comedy,2.2,1,81,No,No
CUST102033,25,Male,Canada,Standard,489,53,4,Mobile,UPI,No,18.9,Romance,3.1,0,62,No,No
CUST102034,30,Male,France,Basic,204,46,1,Gaming Console,Debit Card,Yes,5.7,Romance,4.0,0,54,Yes,Yes
CUST102035,44,Male,India,Basic,192,59,1,Gaming Console,Credit Card,Yes,6.1,Action,3.2,0,31,No,No
CUST102036,44,Male,India,Premium,647,2,5,Mobile,Net Banking,Yes,4.1,Thriller,2.7,0,35,No,No
CUST102037,47,Male,UK,Standard,506,38,4,Laptop,UPI,No,15.6,Drama,4.4,1,84,Yes,No
CUST102038,71,Male,Canada,Standard,505,33,2,Smart TV,UPI,Yes,0.1,Thriller,2.1,1,84,Yes,Yes
CUST102039,51,Female,Australia,Standard,503,3,5,Smart TV,Net Banking,No,7.8,Thriller,2.9,1,74,Yes,No
CUST102040,58,Male,Japan,Basic,207,36,1,Laptop,Net Banking,No,19.0,Action,4.9,0,56,Yes,No
CUST102041,64,Female,USA,Premium,645,13,2,Mobile,Credit Card,Yes,0.9,Romance,4.9,1,43,No,No
CUST102042,41,Male,India,Premium,656,35,2,Smart TV,PayPal,Yes,25.6,Horror,1.0,1,33,No,No
CUST102043,74,Male,Australia,Basic,194,15,1,Laptop,PayPal,Yes,27.5,Romance,3.1,2,50,Yes,No
CUST102044,61,Female,Germany,Premium,657,45,2,Tablet,Credit Card,Yes,21.2,Anime,2.3,0,68,No,No
CUST102045,41,Other,India,Premium,650,22,4,Tablet,PayPal,Yes,5.0,Horror,2.2,1,9,Yes,No
CUST102046,74,Male,UK,Basic,191,43,4,Mobile,Credit Card,Yes,3.9,Drama,3.4,1,11,No,No
CUST102047,65,Female,Brazil,Standard,489,4,5,Mobile,UPI,No,9.8,Horror,2.8,1,40,No,No
CUST102048,56,Female,Australia,Basic,193,17,5,Smart TV,UPI,No,3.1,Action,3.9,3,2,No,No
